open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-12-04 09:15:00,93379.45,93379.45,93319.19,93321.69,0.0094,2025-12-04 09:19:59.999999,877.653213,11,0.0094,877.653213
2025-12-04 09:20:00,93321.69,93321.69,93321.69,93321.69,0.0,2025-12-04 09:24:59.999999,0.0,0,0.0,0.0
2025-12-04 09:25:00,93398.23,93398.23,93385.73,93385.73,0.00188,2025-12-04 09:29:59.999999,175.5769224,2,0.00188,175.5769224
2025-12-04 09:30:00,93492.24,93494.58,93492.24,93494.58,0.00188,2025-12-04 09:34:59.999999,175.7676682,3,0.00188,175.7676682
2025-12-04 09:35:00,93494.58,93494.58,93494.58,93494.58,0.0,2025-12-04 09:39:59.999999,0.0,0,0.0,0.0
2025-12-04 09:40:00,93494.58,93494.58,93494.58,93494.58,0.0,2025-12-04 09:44:59.999999,0.0,0,0.0,0.0
2025-12-04 09:45:00,93464.06,93493.28,93464.06,93481.13,0.00499,2025-12-04 09:49:59.999999,466.4663838,7,0.00388,362.7023295
2025-12-04 09:50:00,93481.13,93481.13,93481.13,93481.13,0.0,2025-12-04 09:54:59.999999,0.0,0,0.0,0.0
2025-12-04 09:55:00,93512.7,93512.7,93512.7,93512.7,0.00188,2025-12-04 09:59:59.999999,175.803876,2,0.00188,175.803876
2025-12-04 10:00:00,93574.12,93574.12,93569.96,93569.96,0.00188,2025-12-04 10:04:59.999999,175.9154352,2,0.00188,175.9154352
2025-12-04 10:05:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:09:59.999999,0.0,0,0.0,0.0
2025-12-04 10:10:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:14:59.999999,0.0,0,0.0,0.0
2025-12-04 10:15:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:19:59.999999,0.0,0,0.0,0.0
2025-12-04 10:20:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:24:59.999999,0.0,0,0.0,0.0
2025-12-04 10:25:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:29:59.999999,0.0,0,0.0,0.0
2025-12-04 10:30:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:34:59.999999,0.0,0,0.0,0.0
2025-12-04 10:35:00,93569.96,93569.96,93569.96,93569.96,0.0,2025-12-04 10:39:59.999999,0.0,0,0.0,0.0
2025-12-04 10:40:00,93235.36,93235.36,93235.36,93235.36,0.0001,2025-12-04 10:44:59.999999,9.323536,1,0.0,0.0
2025-12-04 10:45:00,93235.36,93235.36,93235.36,93235.36,0.0,2025-12-04 10:49:59.999999,0.0,0,0.0,0.0
2025-12-04 10:50:00,93241.52,93241.52,93241.52,93241.52,9e-05,2025-12-04 10:54:59.999999,8.3917368,1,9e-05,8.3917368
2025-12-04 10:55:00,93275.87,93532.51,93182.61,93182.61,0.00213,2025-12-04 10:59:59.999999,198.7286771,4,0.00107,99.9412001
2025-12-04 11:00:00,93182.61,93182.61,93182.61,93182.61,0.0,2025-12-04 11:04:59.999999,0.0,0,0.0,0.0
2025-12-04 11:05:00,93293.58,93293.58,93293.58,93293.58,5e-05,2025-12-04 11:09:59.999999,4.664679,1,5e-05,4.664679
2025-12-04 11:10:00,93262.19,93262.19,93262.19,93262.19,0.00017,2025-12-04 11:14:59.999999,15.8545723,1,0.00017,15.8545723
2025-12-04 11:15:00,93202.36,93202.36,92854.69,92854.69,0.00708,2025-12-04 11:19:59.999999,659.2188718,4,0.0,0.0
2025-12-04 11:20:00,93162.38,93162.38,93162.38,93162.38,0.00054,2025-12-04 11:24:59.999999,50.3076852,1,0.00054,50.3076852
2025-12-04 11:25:00,93162.38,93162.38,93162.38,93162.38,0.0008,2025-12-04 11:29:59.999999,74.529904,1,0.0,0.0
2025-12-04 11:30:00,92729.03,92821.86,92729.03,92821.86,0.00201,2025-12-04 11:34:59.999999,186.4781803,3,0.00201,186.4781803
2025-12-04 11:35:00,92812.87,93071.91,92134.53,92267.67,0.07429,2025-12-04 11:39:59.999999,6896.5836793,19,0.07429,6896.5836793
2025-12-04 11:40:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 11:44:59.999999,0.0,0,0.0,0.0
2025-12-04 11:45:00,92885.96,92970.97,92885.96,92970.97,0.00098,2025-12-04 11:49:59.999999,91.0632169,3,0.00098,91.0632169
2025-12-04 11:50:00,92970.97,92970.97,92970.97,92970.97,0.0,2025-12-04 11:54:59.999999,0.0,0,0.0,0.0
2025-12-04 11:55:00,92970.97,92970.97,92970.97,92970.97,0.0,2025-12-04 11:59:59.999999,0.0,0,0.0,0.0
2025-12-04 12:00:00,92970.97,92970.97,92970.97,92970.97,0.0,2025-12-04 12:04:59.999999,0.0,0,0.0,0.0
2025-12-04 12:05:00,92954.53,92954.53,92954.53,92954.53,0.00054,2025-12-04 12:09:59.999999,50.1954462,1,0.00054,50.1954462
2025-12-04 12:10:00,92954.53,92954.53,92954.53,92954.53,0.0,2025-12-04 12:14:59.999999,0.0,0,0.0,0.0
2025-12-04 12:15:00,92970.97,92970.97,92970.97,92970.97,0.00208,2025-12-04 12:19:59.999999,193.3796176,2,0.0,0.0
2025-12-04 12:20:00,92970.97,93120.07,92829.9,93120.07,0.18305,2025-12-04 12:24:59.999999,17045.3955952,5,0.18256,16999.8398199
2025-12-04 12:25:00,92802.17,92828.44,92802.17,92828.44,0.00015,2025-12-04 12:29:59.999999,13.9224271,2,0.00015,13.9224271
2025-12-04 12:30:00,92828.44,92828.44,92828.44,92828.44,0.0,2025-12-04 12:34:59.999999,0.0,0,0.0,0.0
2025-12-04 12:35:00,92936.28,92936.28,92936.28,92936.28,7e-05,2025-12-04 12:39:59.999999,6.5055396,1,7e-05,6.5055396
2025-12-04 12:40:00,93070.58,93105.39,93070.58,93105.39,0.00044,2025-12-04 12:44:59.999999,40.9639349,2,0.00044,40.9639349
2025-12-04 12:45:00,93105.39,93105.39,93105.39,93105.39,0.0,2025-12-04 12:49:59.999999,0.0,0,0.0,0.0
2025-12-04 12:50:00,93105.39,93105.39,93105.39,93105.39,0.0,2025-12-04 12:54:59.999999,0.0,0,0.0,0.0
2025-12-04 12:55:00,93105.39,93105.39,93105.39,93105.39,0.0,2025-12-04 12:59:59.999999,0.0,0,0.0,0.0
2025-12-04 13:00:00,92828.44,92828.44,92668.26,92668.26,0.00116,2025-12-04 13:04:59.999999,107.6679389,6,0.0,0.0
2025-12-04 13:05:00,92668.26,92668.26,92668.26,92668.26,0.0,2025-12-04 13:09:59.999999,0.0,0,0.0,0.0
2025-12-04 13:10:00,92668.26,92668.26,92668.26,92668.26,0.0,2025-12-04 13:14:59.999999,0.0,0,0.0,0.0
2025-12-04 13:15:00,92695.27,93052.21,91833.91,91833.91,0.01463,2025-12-04 13:19:59.999999,1355.4196347,17,0.0104,966.7366507
2025-12-04 13:20:00,92727.52,92773.92,92727.52,92773.92,0.00188,2025-12-04 13:24:59.999999,174.3881448,4,0.00188,174.3881448
2025-12-04 13:25:00,92816.37,92816.37,92534.54,92668.26,0.00296,2025-12-04 13:29:59.999999,274.6646328,5,0.00296,274.6646328
2025-12-04 13:30:00,92761.76,92802.17,92761.76,92802.17,0.00061,2025-12-04 13:34:59.999999,56.5875023,2,0.00061,56.5875023
2025-12-04 13:35:00,92802.17,92802.17,92802.17,92802.17,0.0,2025-12-04 13:39:59.999999,0.0,0,0.0,0.0
2025-12-04 13:40:00,92802.17,92802.17,92802.17,92802.17,7e-05,2025-12-04 13:44:59.999999,6.4961519,1,7e-05,6.4961519
2025-12-04 13:45:00,92534.54,92659.04,92534.54,92659.04,0.00102,2025-12-04 13:49:59.999999,94.5035058,2,0.00095,88.026088
2025-12-04 13:50:00,92534.54,92534.54,92534.54,92534.54,7e-05,2025-12-04 13:54:59.999999,6.4774178,1,7e-05,6.4774178
2025-12-04 13:55:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 13:59:59.999999,0.0,0,0.0,0.0
2025-12-04 14:00:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 14:04:59.999999,0.0,0,0.0,0.0
2025-12-04 14:05:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 14:09:59.999999,0.0,0,0.0,0.0
2025-12-04 14:10:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 14:14:59.999999,0.0,0,0.0,0.0
2025-12-04 14:15:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 14:19:59.999999,0.0,0,0.0,0.0
2025-12-04 14:20:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 14:24:59.999999,0.0,0,0.0,0.0
2025-12-04 14:25:00,92668.26,92668.26,92668.26,92668.26,7e-05,2025-12-04 14:29:59.999999,6.4867782,1,7e-05,6.4867782
2025-12-04 14:30:00,92802.16,92802.16,92756.78,92756.78,0.00194,2025-12-04 14:34:59.999999,179.9935332,2,0.00094,87.1913732
2025-12-04 14:35:00,92619.84,92619.84,92619.84,92619.84,0.001,2025-12-04 14:39:59.999999,92.61984,1,0.001,92.61984
2025-12-04 14:40:00,92704.96,92704.96,92704.96,92704.96,0.00094,2025-12-04 14:44:59.999999,87.1426624,1,0.00094,87.1426624
2025-12-04 14:45:00,92704.96,92704.96,92704.96,92704.96,0.0,2025-12-04 14:49:59.999999,0.0,0,0.0,0.0
2025-12-04 14:50:00,92668.25,92668.25,92001.59,92001.59,0.00195,2025-12-04 14:54:59.999999,180.0697605,2,0.00095,87.4015105
2025-12-04 14:55:00,92001.58,92001.58,92001.58,92001.58,7e-05,2025-12-04 14:59:59.999999,6.4401106,1,0.0,0.0
2025-12-04 15:00:00,92134.53,92134.53,92134.53,92134.53,7e-05,2025-12-04 15:04:59.999999,6.4494171,1,7e-05,6.4494171
2025-12-04 15:05:00,92267.67,92401.01,92267.67,92401.01,0.00014,2025-12-04 15:09:59.999999,12.9268076,2,0.00014,12.9268076
2025-12-04 15:10:00,92534.54,92534.54,92534.54,92534.54,7e-05,2025-12-04 15:14:59.999999,6.4774178,1,7e-05,6.4774178
2025-12-04 15:15:00,92668.26,92668.26,92668.26,92668.26,7e-05,2025-12-04 15:19:59.999999,6.4867782,1,7e-05,6.4867782
2025-12-04 15:20:00,92802.17,92802.17,92802.17,92802.17,7e-05,2025-12-04 15:24:59.999999,6.4961519,1,7e-05,6.4961519
2025-12-04 15:25:00,92802.17,92802.17,92802.17,92802.17,0.0,2025-12-04 15:29:59.999999,0.0,0,0.0,0.0
2025-12-04 15:30:00,92802.17,92802.17,92802.17,92802.17,0.0,2025-12-04 15:34:59.999999,0.0,0,0.0,0.0
2025-12-04 15:35:00,92668.26,93070.58,92668.26,93070.58,0.00035,2025-12-04 15:39:59.999999,32.5089499,5,0.00035,32.5089499
2025-12-04 15:40:00,92866.84,93138.62,92866.84,93138.62,0.00222,2025-12-04 15:44:59.999999,206.6209628,3,0.00222,206.6209628
2025-12-04 15:45:00,93138.62,93138.62,93138.62,93138.62,0.0,2025-12-04 15:49:59.999999,0.0,0,0.0,0.0
2025-12-04 15:50:00,93138.62,93138.62,93138.62,93138.62,0.0,2025-12-04 15:54:59.999999,0.0,0,0.0,0.0
2025-12-04 15:55:00,92936.28,92936.28,92936.28,92936.28,7e-05,2025-12-04 15:59:59.999999,6.5055396,1,7e-05,6.5055396
2025-12-04 16:00:00,92936.28,92936.28,92936.28,92936.28,0.0,2025-12-04 16:04:59.999999,0.0,0,0.0,0.0
2025-12-04 16:05:00,92936.28,92936.28,92936.28,92936.28,0.0,2025-12-04 16:09:59.999999,0.0,0,0.0,0.0
2025-12-04 16:10:00,92802.17,92802.17,92802.17,92802.17,7e-05,2025-12-04 16:14:59.999999,6.4961519,1,7e-05,6.4961519
2025-12-04 16:15:00,92936.28,92936.28,92936.28,92936.28,7e-05,2025-12-04 16:19:59.999999,6.5055396,1,7e-05,6.5055396
2025-12-04 16:20:00,93030.93,93030.93,93030.93,93030.93,0.00042,2025-12-04 16:24:59.999999,39.0729906,1,0.0,0.0
2025-12-04 16:25:00,93030.93,93030.93,93030.93,93030.93,0.0,2025-12-04 16:29:59.999999,0.0,0,0.0,0.0
2025-12-04 16:30:00,93030.93,93030.93,93030.93,93030.93,0.0,2025-12-04 16:34:59.999999,0.0,0,0.0,0.0
2025-12-04 16:35:00,93030.93,93030.93,93030.93,93030.93,0.0,2025-12-04 16:39:59.999999,0.0,0,0.0,0.0
2025-12-04 16:40:00,93030.93,93030.93,93030.93,93030.93,0.0,2025-12-04 16:44:59.999999,0.0,0,0.0,0.0
2025-12-04 16:45:00,92655.59,92659.19,92655.59,92659.19,0.0019,2025-12-04 16:49:59.999999,176.049041,2,0.0019,176.049041
2025-12-04 16:50:00,92659.19,92659.19,92659.19,92659.19,0.0,2025-12-04 16:54:59.999999,0.0,0,0.0,0.0
2025-12-04 16:55:00,92659.19,92659.19,92659.19,92659.19,0.0,2025-12-04 16:59:59.999999,0.0,0,0.0,0.0
2025-12-04 17:00:00,92659.19,92659.19,92659.19,92659.19,0.0,2025-12-04 17:04:59.999999,0.0,0,0.0,0.0
2025-12-04 17:05:00,92287.83,92580.02,92287.83,92580.02,0.01043,2025-12-04 17:09:59.999999,965.4486362,4,0.01043,965.4486362
2025-12-04 17:10:00,92195.21,92929.83,92151.22,92444.7,0.43078,2025-12-04 17:14:59.999999,39936.4889774,17,0.43078,39936.4889774
2025-12-04 17:15:00,92444.7,92444.7,92444.7,92444.7,0.0,2025-12-04 17:19:59.999999,0.0,0,0.0,0.0
2025-12-04 17:20:00,92444.7,92444.7,92444.7,92444.7,0.0,2025-12-04 17:24:59.999999,0.0,0,0.0,0.0
2025-12-04 17:25:00,92444.7,92444.7,92444.7,92444.7,0.0,2025-12-04 17:29:59.999999,0.0,0,0.0,0.0
2025-12-04 17:30:00,92444.7,92444.7,92444.7,92444.7,0.0,2025-12-04 17:34:59.999999,0.0,0,0.0,0.0
2025-12-04 17:35:00,92444.7,92444.7,92444.7,92444.7,0.0,2025-12-04 17:39:59.999999,0.0,0,0.0,0.0
2025-12-04 17:40:00,92001.58,92001.58,92001.58,92001.58,7e-05,2025-12-04 17:44:59.999999,6.4401106,1,0.0,0.0
2025-12-04 17:45:00,92001.58,92001.58,92001.58,92001.58,0.0,2025-12-04 17:49:59.999999,0.0,0,0.0,0.0
2025-12-04 17:50:00,92134.53,92267.67,92134.53,92267.67,0.00014,2025-12-04 17:54:59.999999,12.908154,2,0.00014,12.908154
2025-12-04 17:55:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 17:59:59.999999,0.0,0,0.0,0.0
2025-12-04 18:00:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 18:04:59.999999,0.0,0,0.0,0.0
2025-12-04 18:05:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 18:09:59.999999,0.0,0,0.0,0.0
2025-12-04 18:10:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 18:14:59.999999,0.0,0,0.0,0.0
2025-12-04 18:15:00,92310.68,92310.68,92310.68,92310.68,0.00021,2025-12-04 18:19:59.999999,19.3852428,1,0.0,0.0
2025-12-04 18:20:00,92267.67,92534.58,92267.67,92534.58,0.0013,2025-12-04 18:24:59.999999,120.2108665,5,0.0013,120.2108665
2025-12-04 18:25:00,92534.58,92534.58,92534.58,92534.58,0.0,2025-12-04 18:29:59.999999,0.0,0,0.0,0.0
2025-12-04 18:30:00,92534.58,92534.58,92534.58,92534.58,0.0,2025-12-04 18:34:59.999999,0.0,0,0.0,0.0
2025-12-04 18:35:00,92534.58,92534.58,92534.58,92534.58,0.0,2025-12-04 18:39:59.999999,0.0,0,0.0,0.0
2025-12-04 18:40:00,92085.43,92085.43,92002.64,92002.64,0.00025,2025-12-04 18:44:59.999999,23.0114227,2,0.00013,11.9711059
2025-12-04 18:45:00,92002.64,92002.64,92002.64,92002.64,0.0,2025-12-04 18:49:59.999999,0.0,0,0.0,0.0
2025-12-04 18:50:00,92002.64,92002.64,92002.64,92002.64,0.0,2025-12-04 18:54:59.999999,0.0,0,0.0,0.0
2025-12-04 18:55:00,92002.64,92002.64,92002.64,92002.64,0.0,2025-12-04 18:59:59.999999,0.0,0,0.0,0.0
2025-12-04 19:00:00,92207.09,92363.53,92207.09,92363.53,0.00157,2025-12-04 19:04:59.999999,144.9195543,3,0.00157,144.9195543
2025-12-04 19:05:00,92363.53,92363.53,92363.53,92363.53,0.0,2025-12-04 19:09:59.999999,0.0,0,0.0,0.0
2025-12-04 19:10:00,92002.64,92002.64,91471.69,91471.69,0.00178,2025-12-04 19:14:59.999999,163.7180911,5,0.0,0.0
2025-12-04 19:15:00,91407.94,91407.94,91407.94,91407.94,0.00053,2025-12-04 19:19:59.999999,48.4462082,1,0.00053,48.4462082
2025-12-04 19:20:00,91339.69,91339.69,91076.27,91076.27,0.00225,2025-12-04 19:24:59.999999,205.1220929,5,0.00192,175.0121184
2025-12-04 19:25:00,91207.89,91413.35,91207.89,91379.99,0.00423,2025-12-04 19:29:59.999999,386.2782728,8,0.00423,386.2782728
2025-12-04 19:30:00,91430.22,91603.87,91430.22,91603.87,0.0011,2025-12-04 19:34:59.999999,100.5883004,3,0.0011,100.5883004
2025-12-04 19:35:00,91736.25,91736.25,91736.25,91736.25,7e-05,2025-12-04 19:39:59.999999,6.4215375,1,7e-05,6.4215375
2025-12-04 19:40:00,91736.25,91736.25,91736.25,91736.25,0.0,2025-12-04 19:44:59.999999,0.0,0,0.0,0.0
2025-12-04 19:45:00,92048.95,92048.95,92048.95,92048.95,0.00095,2025-12-04 19:49:59.999999,87.4465025,1,0.00095,87.4465025
2025-12-04 19:50:00,92050.01,92050.01,92050.01,92050.01,0.00015,2025-12-04 19:54:59.999999,13.8075015,1,0.00015,13.8075015
2025-12-04 19:55:00,92022.99,92022.99,92022.99,92022.99,0.00025,2025-12-04 19:59:59.999999,23.0057475,1,0.00025,23.0057475
2025-12-04 20:00:00,92134.53,92134.53,92134.53,92134.53,7e-05,2025-12-04 20:04:59.999999,6.4494171,1,7e-05,6.4494171
2025-12-04 20:05:00,92001.58,92001.58,91868.82,91868.82,0.00014,2025-12-04 20:09:59.999999,12.870928,2,0.0,0.0
2025-12-04 20:10:00,92001.58,92001.58,92001.58,92001.58,7e-05,2025-12-04 20:14:59.999999,6.4401106,1,7e-05,6.4401106
2025-12-04 20:15:00,92001.58,92001.58,92001.58,92001.58,0.0,2025-12-04 20:19:59.999999,0.0,0,0.0,0.0
2025-12-04 20:20:00,92001.58,92001.58,92001.58,92001.58,0.0,2025-12-04 20:24:59.999999,0.0,0,0.0,0.0
2025-12-04 20:25:00,92134.53,92134.53,92134.53,92134.53,7e-05,2025-12-04 20:29:59.999999,6.4494171,1,7e-05,6.4494171
2025-12-04 20:30:00,92134.53,92134.53,92134.53,92134.53,0.0001,2025-12-04 20:34:59.999999,9.213453,1,0.0,0.0
2025-12-04 20:35:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 20:39:59.999999,0.0,0,0.0,0.0
2025-12-04 20:40:00,92267.67,92267.67,92267.67,92267.67,7e-05,2025-12-04 20:44:59.999999,6.4587369,1,7e-05,6.4587369
2025-12-04 20:45:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-04 20:49:59.999999,0.0,0,0.0,0.0
2025-12-04 20:50:00,92401.01,92401.01,92401.01,92401.01,7e-05,2025-12-04 20:54:59.999999,6.4680707,1,7e-05,6.4680707
2025-12-04 20:55:00,92401.01,92401.01,92401.01,92401.01,0.0,2025-12-04 20:59:59.999999,0.0,0,0.0,0.0
2025-12-04 21:00:00,92401.01,92401.01,92401.01,92401.01,0.0,2025-12-04 21:04:59.999999,0.0,0,0.0,0.0
2025-12-04 21:05:00,92534.54,92534.54,92534.54,92534.54,7e-05,2025-12-04 21:09:59.999999,6.4774178,1,7e-05,6.4774178
2025-12-04 21:10:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 21:14:59.999999,0.0,0,0.0,0.0
2025-12-04 21:15:00,92534.54,92534.54,92534.54,92534.54,0.0,2025-12-04 21:19:59.999999,0.0,0,0.0,0.0
2025-12-04 21:20:00,92401.01,92401.01,92134.53,92134.53,0.00104,2025-12-04 21:24:59.999999,95.9858536,4,0.0,0.0
2025-12-04 21:25:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:29:59.999999,0.0,0,0.0,0.0
2025-12-04 21:30:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:34:59.999999,0.0,0,0.0,0.0
2025-12-04 21:35:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:39:59.999999,0.0,0,0.0,0.0
2025-12-04 21:40:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:44:59.999999,0.0,0,0.0,0.0
2025-12-04 21:45:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:49:59.999999,0.0,0,0.0,0.0
2025-12-04 21:50:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:54:59.999999,0.0,0,0.0,0.0
2025-12-04 21:55:00,92134.53,92134.53,92134.53,92134.53,0.0,2025-12-04 21:59:59.999999,0.0,0,0.0,0.0
2025-12-04 22:00:00,92250.88,92503.06,92250.88,92503.06,0.00086,2025-12-04 22:04:59.999999,79.4093109,3,0.00086,79.4093109
2025-12-04 22:05:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:09:59.999999,0.0,0,0.0,0.0
2025-12-04 22:10:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:14:59.999999,0.0,0,0.0,0.0
2025-12-04 22:15:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:19:59.999999,0.0,0,0.0,0.0
2025-12-04 22:20:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:24:59.999999,0.0,0,0.0,0.0
2025-12-04 22:25:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:29:59.999999,0.0,0,0.0,0.0
2025-12-04 22:30:00,92503.06,92503.06,92503.06,92503.06,0.0,2025-12-04 22:34:59.999999,0.0,0,0.0,0.0
2025-12-04 22:35:00,92534.53,92534.53,92534.53,92534.53,0.00095,2025-12-04 22:39:59.999999,87.9078035,1,0.00095,87.9078035
2025-12-04 22:40:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 22:44:59.999999,0.0,0,0.0,0.0
2025-12-04 22:45:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 22:49:59.999999,0.0,0,0.0,0.0
2025-12-04 22:50:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 22:54:59.999999,0.0,0,0.0,0.0
2025-12-04 22:55:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 22:59:59.999999,0.0,0,0.0,0.0
2025-12-04 23:00:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:04:59.999999,0.0,0,0.0,0.0
2025-12-04 23:05:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:09:59.999999,0.0,0,0.0,0.0
2025-12-04 23:10:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:14:59.999999,0.0,0,0.0,0.0
2025-12-04 23:15:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:19:59.999999,0.0,0,0.0,0.0
2025-12-04 23:20:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:24:59.999999,0.0,0,0.0,0.0
2025-12-04 23:25:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:29:59.999999,0.0,0,0.0,0.0
2025-12-04 23:30:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:34:59.999999,0.0,0,0.0,0.0
2025-12-04 23:35:00,92316.74,92534.53,92316.74,92534.53,0.00061,2025-12-04 23:39:59.999999,56.3284567,2,0.00054,49.8510396
2025-12-04 23:40:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:44:59.999999,0.0,0,0.0,0.0
2025-12-04 23:45:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:49:59.999999,0.0,0,0.0,0.0
2025-12-04 23:50:00,92534.53,92534.53,92534.53,92534.53,0.0,2025-12-04 23:54:59.999999,0.0,0,0.0,0.0
2025-12-04 23:55:00,92172.2,92409.95,92172.2,92409.95,0.00156,2025-12-04 23:59:59.999999,144.031137,2,0.00156,144.031137
2025-12-05 00:00:00,92409.95,92409.95,92409.95,92409.95,0.0,2025-12-05 00:04:59.999999,0.0,0,0.0,0.0
2025-12-05 00:05:00,92409.95,92409.95,92409.95,92409.95,0.0,2025-12-05 00:09:59.999999,0.0,0,0.0,0.0
2025-12-05 00:10:00,92409.95,92409.95,92409.95,92409.95,0.0,2025-12-05 00:14:59.999999,0.0,0,0.0,0.0
2025-12-05 00:15:00,92409.95,92409.95,92409.95,92409.95,0.0,2025-12-05 00:19:59.999999,0.0,0,0.0,0.0
2025-12-05 00:20:00,92267.67,92267.67,92267.67,92267.67,7e-05,2025-12-05 00:24:59.999999,6.4587369,1,7e-05,6.4587369
2025-12-05 00:25:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-05 00:29:59.999999,0.0,0,0.0,0.0
2025-12-05 00:30:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-05 00:34:59.999999,0.0,0,0.0,0.0
2025-12-05 00:35:00,92267.67,92267.67,92267.67,92267.67,0.0,2025-12-05 00:39:59.999999,0.0,0,0.0,0.0
