1769904000000000,78744.33000000,78823.94000000,78744.32000000,78796.60000000,0.00924000,1769904299999999,727.83057400,7,0.00634000,499.47204010,0
1769904300000000,78877.14000000,79012.53000000,78870.16000000,79012.53000000,0.02962000,1769904599999999,2336.16319520,4,0.00203000,160.13007150,0
1769904600000000,79100.34000000,79288.25000000,79076.16000000,79288.25000000,0.27594000,1769904899999999,21854.08253540,38,0.21880000,17328.87730250,0
1769904900000000,79246.62000000,79344.22000000,79136.79000000,79250.28000000,0.21344000,1769905199999999,16917.06489790,34,0.15352000,12169.54146430,0
1769905200000000,79212.06000000,79212.06000000,78933.79000000,78935.95000000,0.17860000,1769905499999999,14126.70198680,15,0.09589000,7578.19021890,0
1769905500000000,78963.40000000,79093.32000000,78929.84000000,79083.50000000,0.03907000,1769905799999999,3086.94482940,18,0.00476000,376.08066760,0
1769905800000000,79162.32000000,79163.07000000,78935.47000000,78977.55000000,0.02174000,1769906099999999,1717.86157900,12,0.02055000,1623.82921750,0
1769906100000000,78987.40000000,78987.40000000,78755.97000000,78755.97000000,0.06774000,1769906399999999,5338.84720610,10,0.05397000,4254.11454930,0
1769906400000000,78726.63000000,78779.53000000,78726.63000000,78749.49000000,0.00759000,1769906699999999,597.72638490,5,0.00063000,49.61217870,0
1769906700000000,78829.58000000,78921.73000000,78805.53000000,78904.80000000,0.00239000,1769906999999999,188.54631830,4,0.00178000,140.45211290,0
1769907000000000,78926.48000000,79019.88000000,78921.68000000,78956.90000000,0.05290000,1769907299999999,4177.94017990,11,0.04700000,3712.17517420,0
1769907300000000,78930.40000000,78930.40000000,78851.75000000,78851.75000000,0.00262000,1769907599999999,206.68832450,3,0.00123000,97.08439200,0
1769907600000000,78772.10000000,78772.10000000,78692.12000000,78692.12000000,0.00220000,1769907899999999,173.23430380,6,0.00060000,47.26326000,0
1769907900000000,78669.51000000,78694.45000000,78582.48000000,78582.48000000,0.08876000,1769908199999999,6982.65408620,23,0.04989000,3925.11297040,0
1769908200000000,78598.89000000,78598.89000000,78487.68000000,78526.85000000,0.01776000,1769908499999999,1394.72307810,5,0.01750000,1374.31065100,0
1769908500000000,78619.70000000,78619.70000000,78371.37000000,78392.09000000,0.02101000,1769908799999999,1649.23985970,14,0.00000000,0.00000000,0
1769908800000000,78437.61000000,78454.59000000,78437.61000000,78454.59000000,0.00538000,1769909099999999,422.07873240,2,0.00497000,389.91931230,0
1769909100000000,78557.56000000,78787.77000000,78557.56000000,78787.77000000,0.01403000,1769909399999999,1102.61474850,7,0.01329000,1044.31179870,0
1769909400000000,78770.01000000,78775.42000000,78631.36000000,78631.36000000,0.00145000,1769909699999999,114.16224290,11,0.00000000,0.00000000,0
1769909700000000,78636.57000000,78636.57000000,78486.74000000,78486.74000000,0.02108000,1769909999999999,1656.01495800,6,0.01272000,999.39971520,0
1769910000000000,78407.95000000,78407.95000000,78249.99000000,78289.12000000,0.01242000,1769910299999999,972.49289940,9,0.00131000,102.69810810,0
1769910300000000,78308.92000000,78353.69000000,78288.15000000,78353.69000000,0.00948000,1769910599999999,742.64957650,4,0.00922000,722.29465750,0
1769910600000000,78412.15000000,78458.74000000,78412.15000000,78421.58000000,0.00225000,1769910899999999,176.46374090,5,0.00225000,176.46374090,0
1769910900000000,78421.58000000,78421.58000000,78421.58000000,78421.58000000,0.00000000,1769911199999999,0.00000000,0,0.00000000,0.00000000,0
1769911200000000,78517.78000000,78517.78000000,78319.43000000,78319.43000000,0.03709000,1769911499999999,2906.98070600,10,0.02000000,1567.38630050,0
1769911500000000,78366.42000000,78417.11000000,78366.42000000,78417.11000000,0.00060000,1769911799999999,47.02933380,3,0.00018000,14.11507980,0
1769911800000000,78645.03000000,78762.82000000,78645.03000000,78762.82000000,0.05704000,1769912099999999,4487.77562130,16,0.05640000,4437.40175250,0
1769912100000000,78800.62000000,78818.30000000,78749.64000000,78749.64000000,0.01089000,1769912399999999,858.03046200,6,0.00547000,431.03939140,0
1769912400000000,78682.63000000,78682.63000000,78603.58000000,78603.58000000,0.01013000,1769912699999999,796.79543330,3,0.00246000,193.36480680,0
1769912700000000,78489.91000000,78521.58000000,78489.91000000,78521.58000000,0.00679000,1769912999999999,532.96675770,2,0.00679000,532.96675770,0
1769913000000000,78521.58000000,78521.58000000,78521.58000000,78521.58000000,0.00000000,1769913299999999,0.00000000,0,0.00000000,0.00000000,0
1769913300000000,78658.75000000,78714.17000000,78655.14000000,78698.52000000,0.01332000,1769913599999999,1048.01570900,7,0.00202000,158.99016640,0
1769913600000000,78743.53000000,78743.53000000,78702.45000000,78702.45000000,0.00263000,1769913899999999,207.06837110,3,0.00263000,207.06837110,0
